ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.Wires,VOIP.AllStar.NodeID,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
2646,6,W6SLZ,Open,On-Air,,,35.06060028,-118.38999939,Kern,CA,"Tehachapi, Tehachapi Mountains",445.625,440.625,100,,,28481,404790,3500
