ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
18094,6,K4ELE,Private,On-Air,,,,,34.18759918,-117.69999695,Los Angeles,CA,"Claremont, Sunset Ridge",441.48,446.48
