ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
13310,6,N6BKL,Other,On-Air,,,,,35.36859894,-117.65799713,Kern,CA,Randsburg,52.18,52.68
