ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
18400,6,K6PIN,Closed,On-Air,,,,34.20780182,-117.10900116,San Bernardino,CA,Running Springs,442.48,447.48,,,,,Open ↑,Open ↓
