ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
2755,6,K6PIN,Closed,On-Air,,,,34.2419014,-117.28500366,San Bernardino,CA,Crestline,440.78,445.78,,,,,Open ↑,Open ↓
