ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
5550,6,W6CTR,Open,On-Air,,,34.03779984,-116.81400299,San Bernardino,CA,"Banning, Snow Peak",440.16,445.16,67,,,,,379885
