ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
2750,6,N6RMH,Closed,On-Air,,,,,34.61059952,-117.28700256,Los Angeles,CA,"Victorville, Quartzite Mountain",443.46,448.46
