Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,EchoLink,Coordination,Last update
449.075,-5,123,Riverdale,Weber,W7RSS,OPEN,BUSY - IDLE,49,210,41.17050171,-112.00299835,449.075,444.075,123,DN31XE,On-Air,Ogden and South Ogden area.,4,273460,UVHFS,2015-08-21
