Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Links,Nets,Web links,Coordination,Last update
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,,199.61,WSW,,49,11827,37.0340004,-110.8690033,448.6,443.6,100,San Juan,DM47NA,On-Air,Wide Area.,Utah VHF Society,Intermountain Intertie,"Full-time to 448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ . Full-time to the Intermountain Intertie System .",UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,UVHFS,2018-11-25
