Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,On-air,Coordination,Last update
447.35,-5,88.5,"Gunnison, N7RVS QTH",Sanpete,N7RVS,OPEN,,49,15286,39.15520096,-111.81800079,447.35,442.35,88.5,Unknown,UVHFS,2016-07-05
