Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Links,Coordination,Last update
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,,195.96,WNW,,49,22,40.85449982,-111.48200226,147.24,147.84,136.5,Summit,DN40GU,On-Air,Wide area.,"Autopatch, 9,304'.","Full-time to 147.16000 (K7HEN) at Heber City, Strawberry Peak, UT . Full-time to 147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",UVHFS,2015-08-04
