Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update
147.2,0.6,103.5,"Logan, WA7KMF QTH",Cache,AC7O,OPEN,ON - IDLE,49,4,41.72230148,-111.84999847,147.2,147.8,103.5,DN41BR,On-Air,"Cache County, including Logan, from Richmond to Avon.","Full-time to 146.72000 (WA7KMF) at Logan, Mt Logan, UT .",495125,3381,State RACES: 3rd Thu of even-numbered months.,BARC Repeaters,UVHFS,2018-01-27
