Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Last update
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,DSTAR,70.76,NW,,49,4237,39.18500137,-110.60500336,448.075,443.075,1,K7YI (B),jfindu lookup / dstar-users lookup,Carbon,DM49QE,On-Air,,Sinbad Desert Amateur Radio Club,2013-12-07
