Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Op Status,Coverage,Sponsor,Affiliate,Commands,Last update
145.175,-0.6,,"Sunny Side, Bruin Peak",Carbon,WX7Y,OPEN,,49,15319,39.6446991,-110.34799957,145.175,144.575,On-Air,Eastern Utah,SDARC,Sinbad Desert A.R.C.,United States,2018-01-11
