Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Links,Notes,Coordination,Last update
146.92,-0.6,123,"Corinne, Promontory Point",Weber,N7TOP,OPEN,,49,157,41.25790024,-112.44100189,146.92,146.32,123,DN31SG,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,"Full-time to 449.77500 (N7TOP) at West Haven, UT .",6,UVHFS,2015-11-11
