Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Coordination,Last update
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,,193.94,W,,49,147,40.1609993,-111.57900238,447.325,442.325,114.8,Utah,DN40FD,On-Air,Utah County from Alpine to Payson.,4,UVHFS,2015-03-25
