Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Web links,Coordination,Last update
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,,155.89,NW,,49,136,40.0530014,-111.6740036,447.075,442.075,131.8,Utah,On-Air,Utah County from Alpine to Payson.,http://www.n7fq.com/,UVHFS,2008-07-11
