Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,On-air,Coverage,Coordination,Last update
145.35,-0.6,,"Tooele, Black Mountain",Tooele,K7HK,OPEN,,49,25,40.84809875,-112.80000305,145.35,144.75,DN30OU,Unknown,West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,UVHFS,
