Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,EchoLink,IRLP,Commands,Notes,Nets,Web links,Coordination,Last update
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,,198.72,WNW,ON - In Conference IRLP 9 [0/10],49,213,40.28219986,-111.93599701,146.76,146.16,Utah,DN40ag,On-Air,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley. Map . 90 mi radius.",Utah ARC,703269,3352,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",7,Wednesday at 19:00,http://utaharc.org/rptr/76rpt.html,UVHFS,2020-06-21
