Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Web links,Coordination,Last update
145.25,-0.6,100,K7UVA,"Provo, Sundance",UT,OPEN,,,195.17,W,,49,122,40.3844986,-111.58399963,145.25,144.65,100,Utah,On-Air,Utah County from Alpine to Payson and Heber,Utah Valley Amateur Radio Club,Utah Valley Amateur Radio Club,"Full-time to 147.22000 (WA7YZR) at Provo, Edgemont SC, UT .",https://uvarc.club/,UVHFS,2017-11-28
