Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Notes,Coordination,Last update
448.45,-5,100,"Salt Lake City, Ensign Peak",Salt Lake,KC7IIB,OPEN,,49,12,40.80810165,-111.88999939,448.45,443.45,100,DN40BT,On-Air,Salt Lake Co ARES,5,UVHFS,2016-07-05
