Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.75,-5,123,"St George, Utah Hill",Washington,W7AOR,OPEN,,49,180,37.15520096,-113.88300323,449.75,444.75,123,DM37BD,On-Air,St. George and the neighboring communities.,N7ARR,7,UVHFS,2015-06-18
