Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Coverage,Coordination,Last update
449.95,-5,,N7ZOI,Midway,UT,OPEN,,,170.9,NW,,49,167,40.5,-111.48300171,449.95,444.95,Wasatch,On-Air,Heber city and surrounding communities.,UVHFS,2008-07-10
