Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Features,Links,Coordination,Last update
449.775,-5,123,West Haven,Weber,N7TOP,OPEN,,49,158,41.20299911,-112.0510025,449.775,444.775,123,On-Air,Remote base.,"Full-time to 146.92000 (N7TOP) at Corinne, Promontory Point, UT . Full-time to 448.77500 (N7TOP) at West Haven, UT .",UVHFS,2014-04-14
