Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Coordination,Last update
145.15,-0.6,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,DSTAR,128.19,NE,,49,11157,37.25749969,-113.26499939,145.15,144.55,1,KF7YIX (C) Gateway Repeater,jfindu lookup / dstar-users lookup,Washington,DM37IG,On-Air,,UVHFS,2016-05-19
