Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Coordination,Last update
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,Fusion,102.25,ESE,,49,12638,40.80720139,-111.8809967,448.525,443.5255,1,Open ↑ / Open ↓,Salt Lake,On-Air,Salt Lake Valley and Davis County,SL Crossroads ARC,UVHFS,2019-07-01
