Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,On-air,Coverage,Sponsor,Web links,Coordination,Last update
449.9,-5,100,"Salt Lake City, Ensign Peak",Salt Lake,KD0J,OPEN,,49,99,40.80810165,-111.88999939,449.9,444.9,100,DN40BT,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,http://utahvhfs.org,UVHFS,2013-03-27
