Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,183.33,NW,,49,152,40.15470123,-110.39199829,147.26,147.86,Duchesne,DN40TD,On-Air,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,5,UVHFS,2016-05-07
