Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Coordination,Last update
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,,199.6,WSW,,49,169,37.03419876,-110.8690033,448.75,443.75,100,San Juan,DM47NA,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",10,UVHFS,2014-06-30
