Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,On-air,Coverage,Features,Coordination,Last update
449.725,-5,,"Enterprise, Black Hills",Washington,KD7YK,OPEN,,49,108,37.50500107,-113.7519989,449.725,444.725,DM37CM,Unknown,St. George and the neighboring communities.,Autopatch.,UVHFS,
