Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Coordination,Last update
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,,155.69,NW,,49,5483,40.13019943,-111.57900238,146.8,146.2,100,Utah,On-Air,ERC CERT,UVHFS,2015-06-04
