Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,IRLP,Coordination,Last update
449.275,-5,88.5,"Salt Lake City, Ensign Peak",Salt Lake,WA7VHF,OPEN,,49,47,40.80810165,-111.88999939,449.275,444.275,88.5,DN40BT,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Linked.,3407,UVHFS,2018-07-20
