Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,,199.35,WNW,ON - IDLE,49,270,40.28239822,-111.9489975,147.08,147.68,77,Salt Lake,DN40AG,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,Sinbad Desert ARC,64264,3270,http://sdarc.us,UVHFS,2018-03-04
