Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Nets,Web links,Last update
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,DSTAR,190.58,NW,,49,7062,40.66130066,-111.88999939,145.15,144.55,1,KO7SLC (C) Repeater,jfindu lookup / dstar-users lookup,Salt Lake,DN40BP,On-Air,Salt Lake County,Salt Lake County ARES,ARRL,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to 447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",146.7,http://www.slcoares.net/,2019-07-15
