Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
448.15,-5,127.3,"Salt Lake City, Farnsworth Peak",Salt Lake,KI7DX,OPEN,,49,116,40.65829849,-112.20300293,448.15,443.15,127.3,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,WA7X,9,"Full-time to 53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",UVHFS,2015-03-25
