Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Notes,Coordination,Last update
449.675,-5,173.8,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,,197.76,WNW,,49,70,40.26150131,-111.9280014,449.675,444.675,173.8,Utah,DN40AG,On-Air,Utah County from Alpine to Payson.,Utah Co ARES,7,"Full-time to 448.32500 (K7UCS) at Provo, Lake Mountain, UT .",7,UVHFS,2015-06-06
