Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Last update
448.575,-5,131.8,"Marysvale, Mt. Edna",Piute,N7IOD,OPEN,,49,18859,38.3853,-112.3331,448.575,443.575,131.8,DM38vk,On-Air,Wide,WB7REL,2020-06-13
