Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,S,102.19,ESE,,49,11161,40.66130066,-111.88999939,1298.75,1278.75,1,KO7SLC (A) Repeater,jfindu lookup / dstar-users lookup,Salt Lake,DN40BP,On-Air,Salt Lake County,Salt Lake County ARES,ARRL,"E-power, linked to 1298.180 (DV) High Speed Data.",146.7,http://www.slcoares.net/,2014-02-17
