Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Commands,Notes,Coordination,Last update
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,124.58,N,Node Offline,49,163,40.35720062,-109.14700317,147.1,147.7,136.5,Uintah,DN50KI,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Autopatch, e-power.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",458414,3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",8,UVHFS,2017-06-29
