Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,On-air,Coverage,Coordination,Last update
447.875,-5,,KC7KRY,"Eureka, Eureka Peak",UT,OPEN,,,170.1,NW,,49,91,39.94060135,-112.11699677,447.875,442.875,Juab,DM39WW,Unknown,Wide area.,UVHFS,
