Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Web links,Coordination,Last update
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,DSTAR,194.52,WNW,,49,15291,40.38589859,-111.78299713,447.975,442.975,1,NT3ST (B),jfindu lookup / dstar-users lookup,Utah,DN40CJ,On-Air,20,https://nt3st.zzt.net,UVHFS,2016-07-05
