Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Sponsor,Coordination,Last update
145.1375,-0.6,,KJ7CTZ,Davis County,UT,OPEN,DSTAR,176.54,SE,,49,19773,39.3209801,-111.0937311,145.1375,144.5375,1,KJ7CTZ (C),jfindu lookup / dstar-users lookup,Davis,Unknown,DCARES,UVHFS,2021-02-13
