Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,Op Status,Coverage,Sponsor,Coordination,Last update
448.075,-5,DSTR,"Salt Lake City, Farnsworth Peak",Salt Lake,KF6RAL,OPEN,,49,3528,40.65919876,-112.20200348,448.075,443.075,1,KF6RAL (B),jfindu lookup / dstar-users lookup,On-Air,"South to Nephi, North to Malad, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,UVHFS,2017-09-01
