Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Nets,Coordination,Last update
147.02,0.6,100,"Laketown, Bear Lake",Rich,K7OGM,OPEN,,49,43,41.88249969,-111.26899719,147.02,147.62,100,DN41IV,On-Air,Wide area: Bear Lake and surrounding communities.,K7JL,Intermountain Intertie,7,"Full-time to 147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT . Full-time to 147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",State RACES: 3rd Thursday of even-numbered months.,UVHFS,2012-11-27
