Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,Coordination,Last update
146.74,-0.6,100,"St George, Webb Hill",Washington,NR7K,OPEN,,49,174,37.06359863,-113.5739975,146.74,146.14,100,DM37FB,On-Air,Wide area: St. George and the neighboring communities.,8,UVHFS,2015-08-07
