Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Notes,Coordination,Last update
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,93.78,SSW,,49,100,37.26929855,-109.95700073,449.9,444.9,123,San Juan,DM57AG,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,Part time link to two repeaters,UVHFS,2018-01-15
