Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,Nets,Web links,Coordination,Last update
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,,163.93,NW,ON - IDLE,49,128,40.24850082,-111.64700317,145.33,144.73,100,Utah,DN40EF,On-Air,Utah County from Alpine to Payson.,"KI7TD, BYU ARC","Closed autopatch, linked.",96806,BYU ARC: Thu at 21:00.,BYU Repeaters,UVHFS,2018-12-01
