Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Links,IRLP,Coordination,Last update
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,,175.18,NW,,49,10229,39.33670044,-111.4509964,146.72,146.12,100,Sanpete,DM49GI,On-Air,Northern San Pete County,W7REL and Sanpete County,Skyline Radio Club,Full-time to the Skyline Repeater System .,3576,UVHFS,2014-01-20
