Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Features,EchoLink,IRLP,Coordination,Last update
449.3,-5,103.5,Logan,Cache,W7BOZ,OPEN,Node Offline,49,6198,41.71110153,-111.85900116,449.3,444.3,103.5,DN41BR,On-Air,W7BOZ,"EchoLink, IRLP.",558836,7576,UVHFS,2018-10-27
