Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Commands,Notes,Coordination,Last update
449.5,-5,100,"Cedar City, Iron Mountain",Iron,WA7GTU,OPEN,,49,236,37.6446991,-113.37400055,449.5,444.5,100,DM37HP,On-Air,Cedar City and surrounding communities,WA7GTU,2,"Contact sponsor, WA7GTU",KCIN tower.,UVHFS,2013-03-27
