Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,EchoLink,Coordination,Last update
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,,188.03,WNW,Node Offline,49,125,40.09059906,-111.82099915,448.25,443.25,100,Utah,DN40cc,On-Air,Wide area: Utah County from Alpine to Payson.,355674,UVHFS,2015-03-25
