Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,Op Status,Coverage,Sponsor,Features,Links,IRLP,Coordination,Last update
448.4,-5,,"Salt Lake City, Intermountain Ridge",Salt Lake,W7IHC,OPEN,,49,46,40.65309906,-112.20200348,448.4,443.4,DN30VP,On-Air,Wide area.,IHC.,9,,3407,UVHFS,2015-06-11
