Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Location Photo,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Web links,Coordination,Last update
145.49,-0.6,100,"St George, Utah Hill",Washington,W7DRC,OPEN,Node Offline,49,191,37.125,-113.875,145.49,144.89,100,1,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Dixie ARC,7,"Full-time to 145.45000 (W7DRC) at Toquerville, Toquerville Hill, UT . Full-time to 146.64000 (W7DRC) at St George, Webb Hill, UT .",678741,http://www.dixieham.org/,UVHFS,2019-05-12
