Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Nets,Coordination,Last update
146.74,-0.6,114.8,KD7NX,"Salt Lake City, U of U Hospital",UT,OPEN,,,197.22,NW,,49,144,40.77190018,-111.83699799,146.74,146.14,114.8,Salt Lake,DN40BS,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,4,MARA: Wed at 2100.,UVHFS,2008-07-10
