Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,,192.81,NW,,49,162,40.625,-111.92700195,449.325,444.325,114.8,Utah,On-Air,Utah County from Alpine to Payson.,4,UVHFS,2015-03-25
