Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Nets,Coordination,Last update
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,,192.23,NW,,49,6706,40.53509903,-112.03099823,449.25,444.25,118.8,Salt Lake,On-Air,Herriman Amateur Radio Club,Emergency Communications Net: Sun at 21:00.,UVHFS,2017-12-27
