Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Links,Coordination,Last update
147.2,0.6,100,"Wendover, Wendover Peak",Tooele,W7EO,OPEN,,49,194,40.75379944,-114.01999664,147.2,147.8,100,DN20XS,On-Air,Wide area: I-80 corridor west of the Wasatch Front to the Nevada border. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,"Tooele County ARES, West Desert ARC","Full-time to 146.98000 (W7EO) at Tooele, Black Mountain, UT .",UVHFS,2016-01-14
