Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,IRLP,Web links,Coordination,Last update
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,,188.5,NW,,49,107,39.32249832,-111.77100372,448.275,443.275,107.2,Sanpete,DM49CH,On-Air,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Sanpete Co SO,Autopatch.,3576,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,2015-07-19
