Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,On-air,Sponsor,Features,Coordination,Last update
224.5,-1.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,101.55,NW,,49,2764,39.61190033,-110.81199646,224.5,222.9,88.5,Carbon,DM49OO,Unknown,College of Eastern Utah ARC,5,UVHFS,2008-11-25
