Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update
449.4,-5,100,"Salt Lake City, Ensign Peak",Salt Lake,K7JL,OPEN,,49,31,40.80469894,-111.89600372,449.4,444.4,100,DN40BT,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,K7JL,Intermountain Intertie,2,Full-time to the Intermountain Intertie System .,5,UVHFS Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,UVHFS,2015-01-23
