Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
147.24,0.6,79.7,Logan,Cache,N7RRZ,OPEN,,49,153,41.76860046,-111.80400085,147.24,147.84,79.7,On-Air,Logan and immediately surrounding communities.,Bridgerland ARC,"Full-time to 449.32500 (N7RRZ) at Logan, UT .",4,UVHFS,2020-01-18
