Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,Op Status,Features,Coordination,Last update
448.1,-5,,Cedar City,Iron,N7DZP,OPEN,,49,132,37.72750092,-113.06900024,448.1,443.1,DM37LR,On-Air,5,UVHFS,2012-06-08
