Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,On-air,Coverage,Features,Coordination,Last update
448.95,-5,,WA7FFM,"Goshen, West Mountain",UT,OPEN,,,188.05,WNW,,49,220,40.08919907,-111.8219986,448.95,443.95,Utah,DN40CC,Unknown,Utah County from Alpine to Payson.,6,UVHFS,2015-06-08
