Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.575,-5,DSTR,Riverside,Box Elder,WA7KMF,OPEN,,49,240,41.77939987,-112.17700195,449.575,444.575,1,WA7KMF (B) Repeater,jfindu lookup / dstar-users lookup,DN31VS,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,Bridgerland ARC,"Remote base, 4,839', linked to (449.800).",UVHFS,2014-02-02
